fold,valid_task,train_task,exposed_il_pairs
3,experiment/speed_of_sound,experiment/self_diffusion_coefficient,5
3,experiment/speed_of_sound,experiment/static_relative_permittivity,5
3,experiment/speed_of_sound,experiment/surface_tension,19
3,experiment/speed_of_sound,experiment/thermal_conductivity,9
3,experiment/speed_of_sound,experiment/thermal_decomposition_temperature,9
3,experiment/speed_of_sound,experiment/viscosity,34
3,experiment/speed_of_sound,experiment/x_co2,10
3,experiment/speed_of_sound,experiment/solvation,4
3,experiment/speed_of_sound,experiment/transfer,3
3,experiment/static_relative_permittivity,experiment/density,6
3,experiment/static_relative_permittivity,experiment/dynamic_relative_permittivity,5
3,experiment/static_relative_permittivity,experiment/electrical_conductivity,5
3,experiment/static_relative_permittivity,experiment/equilibrium_pressure,3
3,experiment/static_relative_permittivity,experiment/glass_transition_temperature,6
3,experiment/static_relative_permittivity,experiment/heat_capacity,6
3,experiment/static_relative_permittivity,experiment/isobaric_coefficient_of_volume_expansion,2
3,experiment/static_relative_permittivity,experiment/melting_point,4
3,experiment/static_relative_permittivity,experiment/pec50,3
3,experiment/static_relative_permittivity,experiment/refractive_index,4
3,experiment/static_relative_permittivity,experiment/self_diffusion_coefficient,3
3,experiment/static_relative_permittivity,experiment/speed_of_sound,6
3,experiment/static_relative_permittivity,experiment/surface_tension,5
3,experiment/static_relative_permittivity,experiment/thermal_conductivity,4
3,experiment/static_relative_permittivity,experiment/thermal_decomposition_temperature,6
3,experiment/static_relative_permittivity,experiment/viscosity,6
3,experiment/static_relative_permittivity,experiment/x_co2,6
3,experiment/static_relative_permittivity,experiment/solvation,3
3,experiment/static_relative_permittivity,experiment/transfer,2
3,experiment/surface_tension,experiment/density,158
3,experiment/surface_tension,experiment/dynamic_relative_permittivity,5
3,experiment/surface_tension,experiment/electrical_conductivity,34
3,experiment/surface_tension,experiment/equilibrium_pressure,12
3,experiment/surface_tension,experiment/glass_transition_temperature,19
3,experiment/surface_tension,experiment/heat_capacity,36
3,experiment/surface_tension,experiment/isobaric_coefficient_of_volume_expansion,3
3,experiment/surface_tension,experiment/melting_point,27
3,experiment/surface_tension,experiment/pec50,21
3,experiment/surface_tension,experiment/refractive_index,43
3,experiment/surface_tension,experiment/self_diffusion_coefficient,5
3,experiment/surface_tension,experiment/speed_of_sound,13
3,experiment/surface_tension,experiment/static_relative_permittivity,7
3,experiment/surface_tension,experiment/thermal_conductivity,11
3,experiment/surface_tension,experiment/thermal_decomposition_temperature,22
3,experiment/surface_tension,experiment/viscosity,78
3,experiment/surface_tension,experiment/x_co2,17
3,experiment/surface_tension,simulation/heat_of_vaporization,5
3,experiment/surface_tension,experiment/solvation,9
3,experiment/surface_tension,experiment/transfer,9
3,experiment/thermal_conductivity,experiment/density,12
3,experiment/thermal_conductivity,experiment/dynamic_relative_permittivity,6
3,experiment/thermal_conductivity,experiment/electrical_conductivity,11
3,experiment/thermal_conductivity,experiment/equilibrium_pressure,3
3,experiment/thermal_conductivity,experiment/glass_transition_temperature,9
3,experiment/thermal_conductivity,experiment/heat_capacity,10
3,experiment/thermal_conductivity,experiment/isobaric_coefficient_of_volume_expansion,4
3,experiment/thermal_conductivity,experiment/melting_point,8
3,experiment/thermal_conductivity,experiment/pec50,5
3,experiment/thermal_conductivity,experiment/refractive_index,10
3,experiment/thermal_conductivity,experiment/self_diffusion_coefficient,5
3,experiment/thermal_conductivity,experiment/speed_of_sound,7
3,experiment/thermal_conductivity,experiment/static_relative_permittivity,3
3,experiment/thermal_conductivity,experiment/surface_tension,11
3,experiment/thermal_conductivity,experiment/thermal_decomposition_temperature,12
3,experiment/thermal_conductivity,experiment/viscosity,12
3,experiment/thermal_conductivity,experiment/x_co2,8
3,experiment/thermal_conductivity,experiment/solvation,3
3,experiment/thermal_conductivity,experiment/transfer,3
3,experiment/thermal_decomposition_temperature,experiment/density,66
3,experiment/thermal_decomposition_temperature,experiment/dynamic_relative_permittivity,4
3,experiment/thermal_decomposition_temperature,experiment/electrical_conductivity,22
3,experiment/thermal_decomposition_temperature,experiment/equilibrium_pressure,3
3,experiment/thermal_decomposition_temperature,experiment/glass_transition_temperature,63
3,experiment/thermal_decomposition_temperature,experiment/heat_capacity,16
3,experiment/thermal_decomposition_temperature,experiment/isobaric_coefficient_of_volume_expansion,1
3,experiment/thermal_decomposition_temperature,experiment/melting_point,95
3,experiment/thermal_decomposition_temperature,experiment/pec50,14
3,experiment/thermal_decomposition_temperature,experiment/refractive_index,19
3,experiment/thermal_decomposition_temperature,experiment/self_diffusion_coefficient,3
3,experiment/thermal_decomposition_temperature,experiment/speed_of_sound,8
3,experiment/thermal_decomposition_temperature,experiment/static_relative_permittivity,3
3,experiment/thermal_decomposition_temperature,experiment/surface_tension,24
3,experiment/thermal_decomposition_temperature,experiment/thermal_conductivity,5
3,experiment/thermal_decomposition_temperature,experiment/viscosity,55
3,experiment/thermal_decomposition_temperature,experiment/x_co2,9
3,experiment/thermal_decomposition_temperature,simulation/heat_of_vaporization,1
3,experiment/thermal_decomposition_temperature,experiment/solvation,4
3,experiment/thermal_decomposition_temperature,experiment/transfer,2
3,experiment/viscosity,experiment/density,319
3,experiment/viscosity,experiment/dynamic_relative_permittivity,10
3,experiment/viscosity,experiment/electrical_conductivity,80
3,experiment/viscosity,experiment/equilibrium_pressure,9
3,experiment/viscosity,experiment/glass_transition_temperature,30
3,experiment/viscosity,experiment/heat_capacity,41
3,experiment/viscosity,experiment/isobaric_coefficient_of_volume_expansion,3
3,experiment/viscosity,experiment/melting_point,89
3,experiment/viscosity,experiment/pec50,20
3,experiment/viscosity,experiment/refractive_index,72
3,experiment/viscosity,experiment/self_diffusion_coefficient,7
3,experiment/viscosity,experiment/speed_of_sound,31
3,experiment/viscosity,experiment/static_relative_permittivity,7
3,experiment/viscosity,experiment/surface_tension,76
3,experiment/viscosity,experiment/thermal_conductivity,13
3,experiment/viscosity,experiment/thermal_decomposition_temperature,46
3,experiment/viscosity,experiment/x_co2,13
3,experiment/viscosity,simulation/heat_of_vaporization,3
3,experiment/viscosity,experiment/solvation,12
3,experiment/viscosity,experiment/transfer,13
3,experiment/x_co2,experiment/density,16
3,experiment/x_co2,experiment/dynamic_relative_permittivity,6
3,experiment/x_co2,experiment/electrical_conductivity,8
3,experiment/x_co2,experiment/equilibrium_pressure,6
3,experiment/x_co2,experiment/glass_transition_temperature,10
3,experiment/x_co2,experiment/heat_capacity,9
3,experiment/x_co2,experiment/isobaric_coefficient_of_volume_expansion,2
3,experiment/x_co2,experiment/melting_point,11
3,experiment/x_co2,experiment/pec50,4
3,experiment/x_co2,experiment/refractive_index,10
3,experiment/x_co2,experiment/self_diffusion_coefficient,4
3,experiment/x_co2,experiment/speed_of_sound,7
3,experiment/x_co2,experiment/static_relative_permittivity,3
3,experiment/x_co2,experiment/surface_tension,10
3,experiment/x_co2,experiment/thermal_conductivity,6
3,experiment/x_co2,experiment/thermal_decomposition_temperature,9
3,experiment/x_co2,experiment/viscosity,18
3,experiment/x_co2,experiment/solvation,2
3,experiment/x_co2,experiment/transfer,3
3,simulation/heat_of_vaporization,experiment/density,4
3,simulation/heat_of_vaporization,experiment/glass_transition_temperature,1
3,simulation/heat_of_vaporization,experiment/melting_point,1
3,simulation/heat_of_vaporization,experiment/refractive_index,1
3,simulation/heat_of_vaporization,experiment/speed_of_sound,1
3,simulation/heat_of_vaporization,experiment/surface_tension,1
3,simulation/heat_of_vaporization,experiment/viscosity,4
3,experiment/solvation,experiment/density,9
3,experiment/solvation,experiment/dynamic_relative_permittivity,2
3,experiment/solvation,experiment/electrical_conductivity,5
3,experiment/solvation,experiment/equilibrium_pressure,5
3,experiment/solvation,experiment/glass_transition_temperature,4
3,experiment/solvation,experiment/heat_capacity,5
3,experiment/solvation,experiment/isobaric_coefficient_of_volume_expansion,1
3,experiment/solvation,experiment/melting_point,5
3,experiment/solvation,experiment/pec50,5
3,experiment/solvation,experiment/refractive_index,6
3,experiment/solvation,experiment/self_diffusion_coefficient,3
3,experiment/solvation,experiment/speed_of_sound,3
3,experiment/solvation,experiment/static_relative_permittivity,3
3,experiment/solvation,experiment/surface_tension,7
3,experiment/solvation,experiment/thermal_conductivity,5
3,experiment/solvation,experiment/thermal_decomposition_temperature,5
3,experiment/solvation,experiment/viscosity,9
3,experiment/solvation,experiment/x_co2,6
3,experiment/solvation,experiment/transfer,9
3,experiment/transfer,experiment/density,10
3,experiment/transfer,experiment/dynamic_relative_permittivity,3
3,experiment/transfer,experiment/electrical_conductivity,6
3,experiment/transfer,experiment/equilibrium_pressure,3
3,experiment/transfer,experiment/glass_transition_temperature,4
3,experiment/transfer,experiment/heat_capacity,5
3,experiment/transfer,experiment/isobaric_coefficient_of_volume_expansion,1
3,experiment/transfer,experiment/melting_point,6
3,experiment/transfer,experiment/pec50,3
3,experiment/transfer,experiment/refractive_index,5
3,experiment/transfer,experiment/self_diffusion_coefficient,1
3,experiment/transfer,experiment/speed_of_sound,3
3,experiment/transfer,experiment/static_relative_permittivity,3
3,experiment/transfer,experiment/surface_tension,8
3,experiment/transfer,experiment/thermal_conductivity,4
3,experiment/transfer,experiment/thermal_decomposition_temperature,2
3,experiment/transfer,experiment/viscosity,8
3,experiment/transfer,experiment/x_co2,5
3,experiment/transfer,experiment/solvation,9
4,experiment/density,experiment/dynamic_relative_permittivity,7
4,experiment/density,experiment/electrical_conductivity,101
4,experiment/density,experiment/equilibrium_pressure,18
4,experiment/density,experiment/glass_transition_temperature,39
4,experiment/density,experiment/heat_capacity,52
4,experiment/density,experiment/isobaric_coefficient_of_volume_expansion,7
4,experiment/density,experiment/melting_point,103
4,experiment/density,experiment/pec50,20
4,experiment/density,experiment/refractive_index,92
4,experiment/density,experiment/self_diffusion_coefficient,9
4,experiment/density,experiment/speed_of_sound,35
4,experiment/density,experiment/static_relative_permittivity,5
4,experiment/density,experiment/surface_tension,169
4,experiment/density,experiment/thermal_conductivity,19
4,experiment/density,experiment/thermal_decomposition_temperature,66
4,experiment/density,experiment/viscosity,320
4,experiment/density,experiment/x_co2,20
4,experiment/density,simulation/heat_of_vaporization,4
4,experiment/density,experiment/solvation,8
4,experiment/density,experiment/transfer,6
4,experiment/dynamic_relative_permittivity,experiment/density,7
4,experiment/dynamic_relative_permittivity,experiment/electrical_conductivity,6
4,experiment/dynamic_relative_permittivity,experiment/equilibrium_pressure,3
4,experiment/dynamic_relative_permittivity,experiment/glass_transition_temperature,5
4,experiment/dynamic_relative_permittivity,experiment/heat_capacity,5
4,experiment/dynamic_relative_permittivity,experiment/isobaric_coefficient_of_volume_expansion,2
4,experiment/dynamic_relative_permittivity,experiment/melting_point,7
4,experiment/dynamic_relative_permittivity,experiment/pec50,4
4,experiment/dynamic_relative_permittivity,experiment/refractive_index,3
4,experiment/dynamic_relative_permittivity,experiment/self_diffusion_coefficient,2
4,experiment/dynamic_relative_permittivity,experiment/speed_of_sound,4
4,experiment/dynamic_relative_permittivity,experiment/static_relative_permittivity,3
4,experiment/dynamic_relative_permittivity,experiment/surface_tension,6
4,experiment/dynamic_relative_permittivity,experiment/thermal_conductivity,5
4,experiment/dynamic_relative_permittivity,experiment/thermal_decomposition_temperature,6
4,experiment/dynamic_relative_permittivity,experiment/viscosity,9
4,experiment/dynamic_relative_permittivity,experiment/x_co2,5
4,experiment/dynamic_relative_permittivity,experiment/solvation,4
4,experiment/dynamic_relative_permittivity,experiment/transfer,2
4,experiment/electrical_conductivity,experiment/density,97
4,experiment/electrical_conductivity,experiment/dynamic_relative_permittivity,7
4,experiment/electrical_conductivity,experiment/equilibrium_pressure,12
4,experiment/electrical_conductivity,experiment/glass_transition_temperature,15
4,experiment/electrical_conductivity,experiment/heat_capacity,23
4,experiment/electrical_conductivity,experiment/isobaric_coefficient_of_volume_expansion,5
4,experiment/electrical_conductivity,experiment/melting_point,41
4,experiment/electrical_conductivity,experiment/pec50,14
4,experiment/electrical_conductivity,experiment/refractive_index,39
4,experiment/electrical_conductivity,experiment/self_diffusion_coefficient,5
4,experiment/electrical_conductivity,experiment/speed_of_sound,16
4,experiment/electrical_conductivity,experiment/static_relative_permittivity,9
4,experiment/electrical_conductivity,experiment/surface_tension,37
4,experiment/electrical_conductivity,experiment/thermal_conductivity,7
4,experiment/electrical_conductivity,experiment/thermal_decomposition_temperature,20
4,experiment/electrical_conductivity,experiment/viscosity,84
4,experiment/electrical_conductivity,experiment/x_co2,14
4,experiment/electrical_conductivity,experiment/solvation,7
4,experiment/electrical_conductivity,experiment/transfer,5
4,experiment/equilibrium_pressure,experiment/density,14
4,experiment/equilibrium_pressure,experiment/dynamic_relative_permittivity,5
4,experiment/equilibrium_pressure,experiment/electrical_conductivity,8
4,experiment/equilibrium_pressure,experiment/glass_transition_temperature,6
4,experiment/equilibrium_pressure,experiment/heat_capacity,6
4,experiment/equilibrium_pressure,experiment/melting_point,7
4,experiment/equilibrium_pressure,experiment/pec50,4
4,experiment/equilibrium_pressure,experiment/refractive_index,7
4,experiment/equilibrium_pressure,experiment/self_diffusion_coefficient,4
4,experiment/equilibrium_pressure,experiment/speed_of_sound,5
4,experiment/equilibrium_pressure,experiment/static_relative_permittivity,4
4,experiment/equilibrium_pressure,experiment/surface_tension,12
4,experiment/equilibrium_pressure,experiment/thermal_conductivity,7
4,experiment/equilibrium_pressure,experiment/thermal_decomposition_temperature,3
4,experiment/equilibrium_pressure,experiment/viscosity,10
4,experiment/equilibrium_pressure,experiment/x_co2,3
4,experiment/equilibrium_pressure,experiment/solvation,3
4,experiment/equilibrium_pressure,experiment/transfer,2
4,experiment/glass_transition_temperature,experiment/density,33
4,experiment/glass_transition_temperature,experiment/electrical_conductivity,9
4,experiment/glass_transition_temperature,experiment/equilibrium_pressure,4
4,experiment/glass_transition_temperature,experiment/heat_capacity,10
4,experiment/glass_transition_temperature,experiment/isobaric_coefficient_of_volume_expansion,1
4,experiment/glass_transition_temperature,experiment/melting_point,34
4,experiment/glass_transition_temperature,experiment/pec50,6
4,experiment/glass_transition_temperature,experiment/refractive_index,12
4,experiment/glass_transition_temperature,experiment/self_diffusion_coefficient,2
4,experiment/glass_transition_temperature,experiment/speed_of_sound,4
4,experiment/glass_transition_temperature,experiment/static_relative_permittivity,2
4,experiment/glass_transition_temperature,experiment/surface_tension,16
4,experiment/glass_transition_temperature,experiment/thermal_conductivity,3
4,experiment/glass_transition_temperature,experiment/thermal_decomposition_temperature,60
4,experiment/glass_transition_temperature,experiment/viscosity,19
4,experiment/glass_transition_temperature,experiment/x_co2,10
4,experiment/glass_transition_temperature,simulation/heat_of_vaporization,1
4,experiment/glass_transition_temperature,experiment/solvation,2
4,experiment/glass_transition_temperature,experiment/transfer,1
4,experiment/heat_capacity,experiment/density,48
4,experiment/heat_capacity,experiment/dynamic_relative_permittivity,4
4,experiment/heat_capacity,experiment/electrical_conductivity,18
4,experiment/heat_capacity,experiment/equilibrium_pressure,10
4,experiment/heat_capacity,experiment/glass_transition_temperature,11
4,experiment/heat_capacity,experiment/isobaric_coefficient_of_volume_expansion,3
4,experiment/heat_capacity,experiment/melting_point,24
4,experiment/heat_capacity,experiment/pec50,9
4,experiment/heat_capacity,experiment/refractive_index,35
4,experiment/heat_capacity,experiment/self_diffusion_coefficient,6
4,experiment/heat_capacity,experiment/speed_of_sound,19
4,experiment/heat_capacity,experiment/static_relative_permittivity,5
4,experiment/heat_capacity,experiment/surface_tension,32
4,experiment/heat_capacity,experiment/thermal_conductivity,13
4,experiment/heat_capacity,experiment/thermal_decomposition_temperature,18
4,experiment/heat_capacity,experiment/viscosity,49
4,experiment/heat_capacity,experiment/x_co2,10
4,experiment/heat_capacity,simulation/heat_of_vaporization,2
4,experiment/heat_capacity,experiment/solvation,4
4,experiment/heat_capacity,experiment/transfer,3
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/density,4
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/electrical_conductivity,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/equilibrium_pressure,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/glass_transition_temperature,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/heat_capacity,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/melting_point,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/pec50,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/refractive_index,4
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/self_diffusion_coefficient,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/speed_of_sound,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/surface_tension,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/thermal_conductivity,2
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/thermal_decomposition_temperature,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/viscosity,3
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/x_co2,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/solvation,1
4,experiment/isobaric_coefficient_of_volume_expansion,experiment/transfer,1
4,experiment/melting_point,experiment/density,95
4,experiment/melting_point,experiment/dynamic_relative_permittivity,5
4,experiment/melting_point,experiment/electrical_conductivity,35
4,experiment/melting_point,experiment/equilibrium_pressure,7
4,experiment/melting_point,experiment/glass_transition_temperature,27
4,experiment/melting_point,experiment/heat_capacity,21
4,experiment/melting_point,experiment/isobaric_coefficient_of_volume_expansion,3
4,experiment/melting_point,experiment/pec50,16
4,experiment/melting_point,experiment/refractive_index,30
4,experiment/melting_point,experiment/self_diffusion_coefficient,4
4,experiment/melting_point,experiment/speed_of_sound,15
4,experiment/melting_point,experiment/static_relative_permittivity,4
4,experiment/melting_point,experiment/surface_tension,27
4,experiment/melting_point,experiment/thermal_conductivity,10
4,experiment/melting_point,experiment/thermal_decomposition_temperature,101
4,experiment/melting_point,experiment/viscosity,87
4,experiment/melting_point,experiment/x_co2,11
4,experiment/melting_point,simulation/heat_of_vaporization,3
4,experiment/melting_point,experiment/solvation,5
4,experiment/melting_point,experiment/transfer,3
4,experiment/pec50,experiment/density,24
4,experiment/pec50,experiment/dynamic_relative_permittivity,2
4,experiment/pec50,experiment/electrical_conductivity,11
4,experiment/pec50,experiment/equilibrium_pressure,7
4,experiment/pec50,experiment/glass_transition_temperature,7
4,experiment/pec50,experiment/heat_capacity,11
4,experiment/pec50,experiment/isobaric_coefficient_of_volume_expansion,2
4,experiment/pec50,experiment/melting_point,17
4,experiment/pec50,experiment/refractive_index,10
4,experiment/pec50,experiment/self_diffusion_coefficient,2
4,experiment/pec50,experiment/speed_of_sound,9
4,experiment/pec50,experiment/static_relative_permittivity,3
4,experiment/pec50,experiment/surface_tension,24
4,experiment/pec50,experiment/thermal_conductivity,5
4,experiment/pec50,experiment/thermal_decomposition_temperature,7
4,experiment/pec50,experiment/viscosity,17
4,experiment/pec50,experiment/x_co2,4
4,experiment/pec50,experiment/solvation,6
4,experiment/pec50,experiment/transfer,6
4,experiment/refractive_index,experiment/density,82
4,experiment/refractive_index,experiment/dynamic_relative_permittivity,4
4,experiment/refractive_index,experiment/electrical_conductivity,29
4,experiment/refractive_index,experiment/equilibrium_pressure,4
4,experiment/refractive_index,experiment/glass_transition_temperature,16
4,experiment/refractive_index,experiment/heat_capacity,21
4,experiment/refractive_index,experiment/isobaric_coefficient_of_volume_expansion,2
4,experiment/refractive_index,experiment/melting_point,25
4,experiment/refractive_index,experiment/pec50,6
4,experiment/refractive_index,experiment/self_diffusion_coefficient,4
4,experiment/refractive_index,experiment/speed_of_sound,24
4,experiment/refractive_index,experiment/static_relative_permittivity,3
4,experiment/refractive_index,experiment/surface_tension,38
4,experiment/refractive_index,experiment/thermal_conductivity,12
4,experiment/refractive_index,experiment/thermal_decomposition_temperature,17
4,experiment/refractive_index,experiment/viscosity,71
4,experiment/refractive_index,experiment/x_co2,8
4,experiment/refractive_index,simulation/heat_of_vaporization,4
4,experiment/refractive_index,experiment/solvation,4
4,experiment/refractive_index,experiment/transfer,2
4,experiment/self_diffusion_coefficient,experiment/density,7
4,experiment/self_diffusion_coefficient,experiment/dynamic_relative_permittivity,3
4,experiment/self_diffusion_coefficient,experiment/electrical_conductivity,4
4,experiment/self_diffusion_coefficient,experiment/equilibrium_pressure,5
4,experiment/self_diffusion_coefficient,experiment/glass_transition_temperature,2
4,experiment/self_diffusion_coefficient,experiment/heat_capacity,5
4,experiment/self_diffusion_coefficient,experiment/isobaric_coefficient_of_volume_expansion,1
4,experiment/self_diffusion_coefficient,experiment/melting_point,6
4,experiment/self_diffusion_coefficient,experiment/pec50,4
4,experiment/self_diffusion_coefficient,experiment/refractive_index,4
4,experiment/self_diffusion_coefficient,experiment/speed_of_sound,4
4,experiment/self_diffusion_coefficient,experiment/static_relative_permittivity,4
4,experiment/self_diffusion_coefficient,experiment/surface_tension,5
4,experiment/self_diffusion_coefficient,experiment/thermal_conductivity,3
4,experiment/self_diffusion_coefficient,experiment/thermal_decomposition_temperature,3
4,experiment/self_diffusion_coefficient,experiment/viscosity,5
4,experiment/self_diffusion_coefficient,experiment/x_co2,3
4,experiment/self_diffusion_coefficient,experiment/solvation,3
4,experiment/self_diffusion_coefficient,experiment/transfer,3
4,experiment/speed_of_sound,experiment/density,33
4,experiment/speed_of_sound,experiment/dynamic_relative_permittivity,3
4,experiment/speed_of_sound,experiment/electrical_conductivity,18
4,experiment/speed_of_sound,experiment/equilibrium_pressure,4
4,experiment/speed_of_sound,experiment/glass_transition_temperature,8
4,experiment/speed_of_sound,experiment/heat_capacity,14
4,experiment/speed_of_sound,experiment/isobaric_coefficient_of_volume_expansion,2
4,experiment/speed_of_sound,experiment/melting_point,14
4,experiment/speed_of_sound,experiment/pec50,5
4,experiment/speed_of_sound,experiment/refractive_index,31
4,experiment/speed_of_sound,experiment/self_diffusion_coefficient,1
4,experiment/speed_of_sound,experiment/static_relative_permittivity,4
4,experiment/speed_of_sound,experiment/surface_tension,19
4,experiment/speed_of_sound,experiment/thermal_conductivity,5
4,experiment/speed_of_sound,experiment/thermal_decomposition_temperature,8
4,experiment/speed_of_sound,experiment/viscosity,31
4,experiment/speed_of_sound,experiment/x_co2,5
4,experiment/speed_of_sound,experiment/solvation,3
4,experiment/speed_of_sound,experiment/transfer,3
4,experiment/static_relative_permittivity,experiment/density,7
4,experiment/static_relative_permittivity,experiment/dynamic_relative_permittivity,4
4,experiment/static_relative_permittivity,experiment/electrical_conductivity,4
4,experiment/static_relative_permittivity,experiment/equilibrium_pressure,4
4,experiment/static_relative_permittivity,experiment/glass_transition_temperature,3
4,experiment/static_relative_permittivity,experiment/heat_capacity,6
4,experiment/static_relative_permittivity,experiment/isobaric_coefficient_of_volume_expansion,2
4,experiment/static_relative_permittivity,experiment/melting_point,5
4,experiment/static_relative_permittivity,experiment/pec50,1
4,experiment/static_relative_permittivity,experiment/refractive_index,4
4,experiment/static_relative_permittivity,experiment/self_diffusion_coefficient,3
4,experiment/static_relative_permittivity,experiment/speed_of_sound,5
4,experiment/static_relative_permittivity,experiment/surface_tension,7
4,experiment/static_relative_permittivity,experiment/thermal_conductivity,6
4,experiment/static_relative_permittivity,experiment/thermal_decomposition_temperature,6
4,experiment/static_relative_permittivity,experiment/viscosity,6
4,experiment/static_relative_permittivity,experiment/x_co2,6
4,experiment/static_relative_permittivity,experiment/solvation,4
4,experiment/static_relative_permittivity,experiment/transfer,5
4,experiment/surface_tension,experiment/density,141
4,experiment/surface_tension,experiment/dynamic_relative_permittivity,5
4,experiment/surface_tension,experiment/electrical_conductivity,35
4,experiment/surface_tension,experiment/equilibrium_pressure,11
4,experiment/surface_tension,experiment/glass_transition_temperature,15
4,experiment/surface_tension,experiment/heat_capacity,35
4,experiment/surface_tension,experiment/isobaric_coefficient_of_volume_expansion,1
4,experiment/surface_tension,experiment/melting_point,42
4,experiment/surface_tension,experiment/pec50,14
4,experiment/surface_tension,experiment/refractive_index,38
4,experiment/surface_tension,experiment/self_diffusion_coefficient,6
4,experiment/surface_tension,experiment/speed_of_sound,21
4,experiment/surface_tension,experiment/static_relative_permittivity,8
4,experiment/surface_tension,experiment/thermal_conductivity,12
4,experiment/surface_tension,experiment/thermal_decomposition_temperature,26
4,experiment/surface_tension,experiment/viscosity,76
4,experiment/surface_tension,experiment/x_co2,15
4,experiment/surface_tension,simulation/heat_of_vaporization,3
4,experiment/surface_tension,experiment/solvation,4
4,experiment/surface_tension,experiment/transfer,6
4,experiment/thermal_conductivity,experiment/density,13
4,experiment/thermal_conductivity,experiment/dynamic_relative_permittivity,2
4,experiment/thermal_conductivity,experiment/electrical_conductivity,6
4,experiment/thermal_conductivity,experiment/equilibrium_pressure,5
4,experiment/thermal_conductivity,experiment/glass_transition_temperature,4
4,experiment/thermal_conductivity,experiment/heat_capacity,14
4,experiment/thermal_conductivity,experiment/isobaric_coefficient_of_volume_expansion,3
4,experiment/thermal_conductivity,experiment/melting_point,7
4,experiment/thermal_conductivity,experiment/pec50,4
4,experiment/thermal_conductivity,experiment/refractive_index,9
4,experiment/thermal_conductivity,experiment/self_diffusion_coefficient,2
4,experiment/thermal_conductivity,experiment/speed_of_sound,6
4,experiment/thermal_conductivity,experiment/static_relative_permittivity,4
4,experiment/thermal_conductivity,experiment/surface_tension,6
4,experiment/thermal_conductivity,experiment/thermal_decomposition_temperature,9
4,experiment/thermal_conductivity,experiment/viscosity,16
4,experiment/thermal_conductivity,experiment/x_co2,7
4,experiment/thermal_conductivity,experiment/solvation,3
4,experiment/thermal_conductivity,experiment/transfer,2
4,experiment/thermal_decomposition_temperature,experiment/density,48
4,experiment/thermal_decomposition_temperature,experiment/dynamic_relative_permittivity,7
4,experiment/thermal_decomposition_temperature,experiment/electrical_conductivity,20
4,experiment/thermal_decomposition_temperature,experiment/equilibrium_pressure,7
4,experiment/thermal_decomposition_temperature,experiment/glass_transition_temperature,49
4,experiment/thermal_decomposition_temperature,experiment/heat_capacity,20
4,experiment/thermal_decomposition_temperature,experiment/isobaric_coefficient_of_volume_expansion,3
4,experiment/thermal_decomposition_temperature,experiment/melting_point,97
4,experiment/thermal_decomposition_temperature,experiment/pec50,10
4,experiment/thermal_decomposition_temperature,experiment/refractive_index,24
4,experiment/thermal_decomposition_temperature,experiment/self_diffusion_coefficient,2
4,experiment/thermal_decomposition_temperature,experiment/speed_of_sound,9
4,experiment/thermal_decomposition_temperature,experiment/static_relative_permittivity,6
4,experiment/thermal_decomposition_temperature,experiment/surface_tension,27
4,experiment/thermal_decomposition_temperature,experiment/thermal_conductivity,9
4,experiment/thermal_decomposition_temperature,experiment/viscosity,48
4,experiment/thermal_decomposition_temperature,experiment/x_co2,6
4,experiment/thermal_decomposition_temperature,experiment/solvation,6
4,experiment/thermal_decomposition_temperature,experiment/transfer,4
4,experiment/viscosity,experiment/density,308
4,experiment/viscosity,experiment/dynamic_relative_permittivity,10
4,experiment/viscosity,experiment/electrical_conductivity,87
4,experiment/viscosity,experiment/equilibrium_pressure,12
4,experiment/viscosity,experiment/glass_transition_temperature,38
4,experiment/viscosity,experiment/heat_capacity,43
4,experiment/viscosity,experiment/isobaric_coefficient_of_volume_expansion,3
4,experiment/viscosity,experiment/melting_point,101
4,experiment/viscosity,experiment/pec50,19
4,experiment/viscosity,experiment/refractive_index,83
4,experiment/viscosity,experiment/self_diffusion_coefficient,11
4,experiment/viscosity,experiment/speed_of_sound,35
4,experiment/viscosity,experiment/static_relative_permittivity,6
4,experiment/viscosity,experiment/surface_tension,83
4,experiment/viscosity,experiment/thermal_conductivity,21
4,experiment/viscosity,experiment/thermal_decomposition_temperature,53
4,experiment/viscosity,experiment/x_co2,19
4,experiment/viscosity,simulation/heat_of_vaporization,5
4,experiment/viscosity,experiment/solvation,8
4,experiment/viscosity,experiment/transfer,6
